TeamName,RoundType,Won,Lost
G2,full-buyfull-buy,17,13
G2,full-buysemi-buy,11,4
G2,full-buysemi-eco,1,5
G2,semi-buyeco,1,3
G2,semi-buyfull-buy,0,10
G2,semi-buysemi-buy,7,0
G2,semi-buysemi-eco,1,1
G2,semi-ecoeco,0,0
G2,semi-ecofull-buy,1,0
G2,semi-ecosemi-buy,0,0
G2,semi-ecosemi-eco,0,0
ANIM,ecoeco,0,2
ANIM,ecofull-buy,0,0
ANIM,ecosemi-buy,0,1
ANIM,ecosemi-eco,0,0
ANIM,full-buyeco,0,0
ANIM,full-buyfull-buy,2,2
ANIM,full-buysemi-buy,0,2
ANIM,full-buysemi-eco,0,0
ANIM,semi-buyeco,0,0
ANIM,semi-buyfull-buy,2,1
ANIM,semi-buysemi-buy,1,2
ANIM,semi-buysemi-eco,0,0
ANIM,semi-ecoeco,0,0
ANIM,semi-ecofull-buy,0,2
ANIM,semi-ecosemi-buy,1,1
ANIM,semi-ecosemi-eco,0,0
COL,ecoeco,12,14
COL,ecofull-buy,0,0
COL,ecosemi-buy,3,3
COL,ecosemi-eco,0,0
COL,full-buyeco,4,1
COL,full-buyfull-buy,57,48
COL,full-buysemi-buy,20,14
COL,full-buysemi-eco,17,8
COL,semi-buyeco,12,7
COL,semi-buyfull-buy,14,14
COL,semi-buysemi-buy,5,1
COL,semi-buysemi-eco,0,0
COL,semi-ecoeco,0,0
COL,semi-ecofull-buy,3,8
COL,semi-ecosemi-buy,0,0
COL,semi-ecosemi-eco,0,0
GUILD,ecoeco,10,10
GUILD,ecofull-buy,0,1
GUILD,ecosemi-buy,3,3
GUILD,ecosemi-eco,0,0
GUILD,full-buyeco,1,1
GUILD,full-buyfull-buy,35,40
GUILD,full-buysemi-buy,22,13
GUILD,full-buysemi-eco,4,9
GUILD,semi-buyeco,7,3
GUILD,semi-buyfull-buy,20,15
GUILD,semi-buysemi-buy,2,9
GUILD,semi-buysemi-eco,1,0
GUILD,semi-ecoeco,0,0
GUILD,semi-ecofull-buy,7,5
GUILD,semi-ecosemi-buy,1,1
GUILD,semi-ecosemi-eco,0,0
303,ecoeco,6,8
303,ecofull-buy,0,2
303,ecosemi-buy,2,3
303,ecosemi-eco,0,0
303,full-buyeco,0,0
303,full-buyfull-buy,11,27
303,full-buysemi-buy,4,13
303,full-buysemi-eco,3,3
303,semi-buyeco,2,4
303,semi-buyfull-buy,4,11
303,semi-buysemi-buy,2,2
303,semi-buysemi-eco,1,2
303,semi-ecoeco,0,0
303,semi-ecofull-buy,1,10
303,semi-ecosemi-buy,0,1
303,semi-ecosemi-eco,0,0
TQ,ecoeco,4,2
TQ,ecofull-buy,0,0
TQ,ecosemi-buy,0,0
TQ,ecosemi-eco,0,0
TQ,full-buyeco,1,1
TQ,full-buyfull-buy,9,14
TQ,full-buysemi-buy,5,9
TQ,full-buysemi-eco,3,2
TQ,semi-buyeco,3,1
TQ,semi-buyfull-buy,4,2
TQ,semi-buysemi-buy,2,1
TQ,semi-buysemi-eco,1,0
TQ,semi-ecoeco,0,0
TQ,semi-ecofull-buy,0,0
TQ,semi-ecosemi-buy,0,0
TQ,semi-ecosemi-eco,0,0
MAJESTY,ecoeco,7,5
MAJESTY,ecofull-buy,0,1
MAJESTY,ecosemi-buy,3,4
MAJESTY,ecosemi-eco,0,0
MAJESTY,full-buyeco,0,0
MAJESTY,full-buyfull-buy,24,28
MAJESTY,full-buysemi-buy,12,3
MAJESTY,full-buysemi-eco,3,2
MAJESTY,semi-buyeco,2,2
MAJESTY,semi-buyfull-buy,5,6
MAJESTY,semi-buysemi-buy,0,4
MAJESTY,semi-buysemi-eco,1,0
MAJESTY,semi-ecoeco,0,0
MAJESTY,semi-ecofull-buy,5,9
MAJESTY,semi-ecosemi-buy,0,0
MAJESTY,semi-ecosemi-eco,0,0
RANK,ecoeco,3,3
RANK,ecofull-buy,1,0
RANK,ecosemi-buy,3,2
RANK,ecosemi-eco,0,0
RANK,full-buyeco,0,0
RANK,full-buyfull-buy,9,15
RANK,full-buysemi-buy,4,1
RANK,full-buysemi-eco,1,2
RANK,semi-buyeco,0,0
RANK,semi-buyfull-buy,3,9
RANK,semi-buysemi-buy,1,1
RANK,semi-buysemi-eco,0,0
RANK,semi-ecoeco,0,0
RANK,semi-ecofull-buy,6,4
RANK,semi-ecosemi-buy,0,0
RANK,semi-ecosemi-eco,0,0
PROX,ecoeco,1,1
PROX,ecofull-buy,0,0
PROX,ecosemi-buy,1,1
PROX,ecosemi-eco,0,0
PROX,full-buyeco,0,0
PROX,full-buyfull-buy,2,3
PROX,full-buysemi-buy,0,0
PROX,full-buysemi-eco,0,0
PROX,semi-buyeco,0,0
PROX,semi-buyfull-buy,0,3
PROX,semi-buysemi-buy,0,1
PROX,semi-buysemi-eco,0,0
PROX,semi-ecoeco,0,0
PROX,semi-ecofull-buy,0,4
PROX,semi-ecosemi-buy,0,0
PROX,semi-ecosemi-eco,0,0
SMBF,ecoeco,1,3
SMBF,ecofull-buy,1,0
SMBF,ecosemi-buy,1,1
SMBF,ecosemi-eco,0,0
SMBF,full-buyeco,0,0
SMBF,full-buyfull-buy,5,11
SMBF,full-buysemi-buy,2,2
SMBF,full-buysemi-eco,3,0
SMBF,semi-buyeco,0,0
SMBF,semi-buyfull-buy,3,2
SMBF,semi-buysemi-buy,0,2
SMBF,semi-buysemi-eco,1,0
SMBF,semi-ecoeco,0,0
SMBF,semi-ecofull-buy,1,3
SMBF,semi-ecosemi-buy,0,2
SMBF,semi-ecosemi-eco,0,0
BJOR,ecoeco,10,2
BJOR,ecofull-buy,1,0
BJOR,ecosemi-buy,2,2
BJOR,ecosemi-eco,0,0
BJOR,full-buyeco,1,1
BJOR,full-buyfull-buy,26,18
BJOR,full-buysemi-buy,8,4
BJOR,full-buysemi-eco,9,4
BJOR,semi-buyeco,5,0
BJOR,semi-buyfull-buy,4,4
BJOR,semi-buysemi-buy,2,4
BJOR,semi-buysemi-eco,0,1
BJOR,semi-ecoeco,0,0
BJOR,semi-ecofull-buy,2,6
BJOR,semi-ecosemi-buy,1,1
BJOR,semi-ecosemi-eco,0,0
DARK,ecoeco,0,4
DARK,ecofull-buy,0,1
DARK,ecosemi-buy,0,3
DARK,ecosemi-eco,0,0
DARK,full-buyeco,0,0
DARK,full-buyfull-buy,0,9
DARK,full-buysemi-buy,4,1
DARK,full-buysemi-eco,0,0
DARK,semi-buyeco,0,0
DARK,semi-buyfull-buy,1,3
DARK,semi-buysemi-buy,0,2
DARK,semi-buysemi-eco,0,0
DARK,semi-ecoeco,0,0
DARK,semi-ecofull-buy,0,2
DARK,semi-ecosemi-buy,0,1
DARK,semi-ecosemi-eco,0,0
TBG,ecoeco,16,24
TBG,ecofull-buy,2,3
TBG,ecosemi-buy,9,12
TBG,ecosemi-eco,0,0
TBG,full-buyeco,1,3
TBG,full-buyfull-buy,73,75
TBG,full-buysemi-buy,27,19
TBG,full-buysemi-eco,18,5
TBG,semi-buyeco,6,9
TBG,semi-buyfull-buy,31,22
TBG,semi-buysemi-buy,5,7
TBG,semi-buysemi-eco,2,2
TBG,semi-ecoeco,0,0
TBG,semi-ecofull-buy,16,16
TBG,semi-ecosemi-buy,1,2
TBG,semi-ecosemi-eco,0,0
SEN,ecoeco,9,9
SEN,ecofull-buy,1,0
SEN,ecosemi-buy,5,2
SEN,ecosemi-eco,0,0
SEN,full-buyeco,1,0
SEN,full-buyfull-buy,43,29
SEN,full-buysemi-buy,13,11
SEN,full-buysemi-eco,8,8
SEN,semi-buyeco,2,7
SEN,semi-buyfull-buy,10,12
SEN,semi-buysemi-buy,6,6
SEN,semi-buysemi-eco,2,2
SEN,semi-ecoeco,0,0
SEN,semi-ecofull-buy,6,5
SEN,semi-ecosemi-buy,0,2
SEN,semi-ecosemi-eco,0,0
DZ,ecoeco,6,2
DZ,ecofull-buy,1,0
DZ,ecosemi-buy,4,2
DZ,ecosemi-eco,0,0
DZ,full-buyeco,1,0
DZ,full-buyfull-buy,12,20
DZ,full-buysemi-buy,2,5
DZ,full-buysemi-eco,1,1
DZ,semi-buyeco,2,0
DZ,semi-buyfull-buy,2,12
DZ,semi-buysemi-buy,1,0
DZ,semi-buysemi-eco,0,0
DZ,semi-ecoeco,0,0
DZ,semi-ecofull-buy,5,6
DZ,semi-ecosemi-buy,0,0
DZ,semi-ecosemi-eco,0,0
JUUL,ecoeco,7,11
JUUL,ecofull-buy,0,0
JUUL,ecosemi-buy,2,3
JUUL,ecosemi-eco,0,0
JUUL,full-buyeco,0,0
JUUL,full-buyfull-buy,33,28
JUUL,full-buysemi-buy,16,8
JUUL,full-buysemi-eco,12,2
JUUL,semi-buyeco,5,4
JUUL,semi-buyfull-buy,9,11
JUUL,semi-buysemi-buy,5,0
JUUL,semi-buysemi-eco,2,0
JUUL,semi-ecoeco,0,0
JUUL,semi-ecofull-buy,3,3
JUUL,semi-ecosemi-buy,1,1
JUUL,semi-ecosemi-eco,0,0
CD,ecoeco,19,9
CD,ecofull-buy,1,0
CD,ecosemi-buy,8,3
CD,ecosemi-eco,0,0
CD,full-buyeco,0,1
CD,full-buyfull-buy,54,48
CD,full-buysemi-buy,22,15
CD,full-buysemi-eco,10,4
CD,semi-buyeco,8,5
CD,semi-buyfull-buy,14,30
CD,semi-buysemi-buy,4,6
CD,semi-buysemi-eco,2,1
CD,semi-ecoeco,0,0
CD,semi-ecofull-buy,11,13
CD,semi-ecosemi-buy,2,1
CD,semi-ecosemi-eco,0,0
NV,ecoeco,4,10
NV,ecofull-buy,0,0
NV,ecosemi-buy,1,1
NV,ecosemi-eco,0,0
NV,full-buyeco,0,1
NV,full-buyfull-buy,37,26
NV,full-buysemi-buy,12,10
NV,full-buysemi-eco,5,4
NV,semi-buyeco,4,3
NV,semi-buyfull-buy,7,13
NV,semi-buysemi-buy,3,4
NV,semi-buysemi-eco,1,2
NV,semi-ecoeco,0,0
NV,semi-ecofull-buy,3,3
NV,semi-ecosemi-buy,1,1
NV,semi-ecosemi-eco,0,0
BOM,ecoeco,2,0
BOM,ecofull-buy,0,0
BOM,ecosemi-buy,1,1
BOM,ecosemi-eco,0,0
BOM,full-buyeco,0,0
BOM,full-buyfull-buy,3,6
BOM,full-buysemi-buy,0,1
BOM,full-buysemi-eco,0,0
BOM,semi-buyeco,0,1
BOM,semi-buyfull-buy,1,2
BOM,semi-buysemi-buy,1,0
BOM,semi-buysemi-eco,0,0
BOM,semi-ecoeco,0,0
BOM,semi-ecofull-buy,1,2
BOM,semi-ecosemi-buy,0,0
BOM,semi-ecosemi-eco,0,0
EX-L,ecoeco,8,10
EX-L,ecofull-buy,1,2
EX-L,ecosemi-buy,7,7
EX-L,ecosemi-eco,0,0
EX-L,full-buyeco,0,0
EX-L,full-buyfull-buy,22,35
EX-L,full-buysemi-buy,9,10
EX-L,full-buysemi-eco,1,1
EX-L,semi-buyeco,2,1
EX-L,semi-buyfull-buy,8,18
EX-L,semi-buysemi-buy,2,8
EX-L,semi-buysemi-eco,0,0
EX-L,semi-ecoeco,0,0
EX-L,semi-ecofull-buy,3,14
EX-L,semi-ecosemi-buy,2,0
EX-L,semi-ecosemi-eco,0,0
APH,ecoeco,8,6
APH,ecofull-buy,1,0
APH,ecosemi-buy,1,5
APH,ecosemi-eco,0,0
APH,full-buyeco,0,0
APH,full-buyfull-buy,26,41
APH,full-buysemi-buy,9,5
APH,full-buysemi-eco,7,4
APH,semi-buyeco,5,1
APH,semi-buyfull-buy,11,3
APH,semi-buysemi-buy,3,3
APH,semi-buysemi-eco,1,0
APH,semi-ecoeco,0,0
APH,semi-ecofull-buy,4,8
APH,semi-ecosemi-buy,0,0
APH,semi-ecosemi-eco,0,0
FOXE,ecoeco,0,2
FOXE,ecofull-buy,0,0
FOXE,ecosemi-buy,0,1
FOXE,ecosemi-eco,0,0
FOXE,full-buyeco,0,0
FOXE,full-buyfull-buy,0,6
FOXE,full-buysemi-buy,0,0
FOXE,full-buysemi-eco,0,0
FOXE,semi-buyeco,0,0
FOXE,semi-buyfull-buy,0,3
FOXE,semi-buysemi-buy,2,0
FOXE,semi-buysemi-eco,1,0
FOXE,semi-ecoeco,0,0
FOXE,semi-ecofull-buy,1,1
FOXE,semi-ecosemi-buy,0,0
FOXE,semi-ecosemi-eco,0,0
XSET,ecoeco,14,12
XSET,ecofull-buy,0,1
XSET,ecosemi-buy,3,5
XSET,ecosemi-eco,0,0
XSET,full-buyeco,1,0
XSET,full-buyfull-buy,44,39
XSET,full-buysemi-buy,20,18
XSET,full-buysemi-eco,23,3
XSET,semi-buyeco,10,4
XSET,semi-buyfull-buy,17,9
XSET,semi-buysemi-buy,6,8
XSET,semi-buysemi-eco,1,2
XSET,semi-ecoeco,0,0
XSET,semi-ecofull-buy,1,7
XSET,semi-ecosemi-buy,1,0
XSET,semi-ecosemi-eco,0,0
VALK,ecoeco,1,1
VALK,ecofull-buy,0,0
VALK,ecosemi-buy,1,1
VALK,ecosemi-eco,0,0
VALK,full-buyeco,0,0
VALK,full-buyfull-buy,0,5
VALK,full-buysemi-buy,0,0
VALK,full-buysemi-eco,0,0
VALK,semi-buyeco,0,0
VALK,semi-buyfull-buy,1,6
VALK,semi-buysemi-buy,0,0
VALK,semi-buysemi-eco,0,0
VALK,semi-ecoeco,0,0
VALK,semi-ecofull-buy,0,0
VALK,semi-ecosemi-buy,0,0
VALK,semi-ecosemi-eco,0,0
KESC,ecoeco,2,2
KESC,ecofull-buy,0,0
KESC,ecosemi-buy,2,1
KESC,ecosemi-eco,0,0
KESC,full-buyeco,0,0
KESC,full-buyfull-buy,6,12
KESC,full-buysemi-buy,3,2
KESC,full-buysemi-eco,0,0
KESC,semi-buyeco,0,0
KESC,semi-buyfull-buy,2,7
KESC,semi-buysemi-buy,1,1
KESC,semi-buysemi-eco,0,0
KESC,semi-ecoeco,0,0
KESC,semi-ecofull-buy,3,0
KESC,semi-ecosemi-buy,0,1
KESC,semi-ecosemi-eco,0,0
TEAM,ecoeco,23,27
TEAM,ecofull-buy,1,1
TEAM,ecosemi-buy,14,17
TEAM,ecosemi-eco,0,0
TEAM,full-buyeco,0,1
TEAM,full-buyfull-buy,91,95
TEAM,full-buysemi-buy,35,29
TEAM,full-buysemi-eco,14,12
TEAM,semi-buyeco,8,5
TEAM,semi-buyfull-buy,37,34
TEAM,semi-buysemi-buy,5,9
TEAM,semi-buysemi-eco,3,2
TEAM,semi-ecoeco,0,0
TEAM,semi-ecofull-buy,16,26
TEAM,semi-ecosemi-buy,4,0
TEAM,semi-ecosemi-eco,0,0
PHO ,ecoeco,14,28
PHO ,ecofull-buy,2,3
PHO ,ecosemi-buy,6,23
PHO ,ecosemi-eco,0,0
PHO ,full-buyeco,0,0
PHO ,full-buyfull-buy,68,99
PHO ,full-buysemi-buy,15,23
PHO ,full-buysemi-eco,1,4
PHO ,semi-buyeco,2,3
PHO ,semi-buyfull-buy,30,46
PHO ,semi-buysemi-buy,6,8
PHO ,semi-buysemi-eco,0,2
PHO ,semi-ecoeco,0,0
PHO ,semi-ecofull-buy,9,28
PHO ,semi-ecosemi-buy,0,2
PHO ,semi-ecosemi-eco,0,0
BAAM,ecoeco,3,3
BAAM,ecofull-buy,0,0
BAAM,ecosemi-buy,1,3
BAAM,ecosemi-eco,0,0
BAAM,full-buyeco,0,0
BAAM,full-buyfull-buy,5,11
BAAM,full-buysemi-buy,4,3
BAAM,full-buysemi-eco,1,0
BAAM,semi-buyeco,0,1
BAAM,semi-buyfull-buy,2,3
BAAM,semi-buysemi-buy,0,1
BAAM,semi-buysemi-eco,0,0
BAAM,semi-ecoeco,0,0
BAAM,semi-ecofull-buy,4,2
BAAM,semi-ecosemi-buy,1,0
BAAM,semi-ecosemi-eco,0,0
SQ,ecoeco,50,22
SQ,ecofull-buy,1,2
SQ,ecosemi-buy,18,7
SQ,ecosemi-eco,0,0
SQ,full-buyeco,3,2
SQ,full-buyfull-buy,152,136
SQ,full-buysemi-buy,51,46
SQ,full-buysemi-eco,38,22
SQ,semi-buyeco,30,8
SQ,semi-buyfull-buy,47,40
SQ,semi-buysemi-buy,12,7
SQ,semi-buysemi-eco,2,2
SQ,semi-ecoeco,0,0
SQ,semi-ecofull-buy,20,26
SQ,semi-ecosemi-buy,1,3
SQ,semi-ecosemi-eco,0,0
ACTU,ecoeco,6,4
ACTU,ecofull-buy,0,1
ACTU,ecosemi-buy,4,4
ACTU,ecosemi-eco,0,0
ACTU,full-buyeco,0,0
ACTU,full-buyfull-buy,8,23
ACTU,full-buysemi-buy,6,3
ACTU,full-buysemi-eco,0,0
ACTU,semi-buyeco,0,0
ACTU,semi-buyfull-buy,5,16
ACTU,semi-buysemi-buy,3,2
ACTU,semi-buysemi-eco,0,1
ACTU,semi-ecoeco,0,0
ACTU,semi-ecofull-buy,7,11
ACTU,semi-ecosemi-buy,0,0
ACTU,semi-ecosemi-eco,0,0
XD,ecoeco,3,7
XD,ecofull-buy,0,0
XD,ecosemi-buy,0,0
XD,ecosemi-eco,0,0
XD,full-buyeco,0,1
XD,full-buyfull-buy,21,17
XD,full-buysemi-buy,17,8
XD,full-buysemi-eco,6,4
XD,semi-buyeco,1,6
XD,semi-buyfull-buy,4,5
XD,semi-buysemi-buy,4,2
XD,semi-buysemi-eco,1,0
XD,semi-ecoeco,0,0
XD,semi-ecofull-buy,1,1
XD,semi-ecosemi-buy,1,0
XD,semi-ecosemi-eco,0,0
AE,ecoeco,17,7
AE,ecofull-buy,1,0
AE,ecosemi-buy,6,1
AE,ecosemi-eco,0,0
AE,full-buyeco,3,1
AE,full-buyfull-buy,59,39
AE,full-buysemi-buy,15,13
AE,full-buysemi-eco,18,11
AE,semi-buyeco,9,4
AE,semi-buyfull-buy,13,11
AE,semi-buysemi-buy,5,4
AE,semi-buysemi-eco,0,1
AE,semi-ecoeco,0,0
AE,semi-ecofull-buy,5,6
AE,semi-ecosemi-buy,1,0
AE,semi-ecosemi-eco,0,0
CLG,ecoeco,1,7
CLG,ecofull-buy,1,1
CLG,ecosemi-buy,1,5
CLG,ecosemi-eco,0,0
CLG,full-buyeco,0,0
CLG,full-buyfull-buy,8,21
CLG,full-buysemi-buy,2,3
CLG,full-buysemi-eco,0,0
CLG,semi-buyeco,1,0
CLG,semi-buyfull-buy,4,7
CLG,semi-buysemi-buy,1,1
CLG,semi-buysemi-eco,0,0
CLG,semi-ecoeco,0,0
CLG,semi-ecofull-buy,2,7
CLG,semi-ecosemi-buy,0,0
CLG,semi-ecosemi-eco,0,0
VRTX,ecoeco,2,2
VRTX,ecofull-buy,0,0
VRTX,ecosemi-buy,0,0
VRTX,ecosemi-eco,0,0
VRTX,full-buyeco,0,0
VRTX,full-buyfull-buy,12,6
VRTX,full-buysemi-buy,7,2
VRTX,full-buysemi-eco,0,3
VRTX,semi-buyeco,1,2
VRTX,semi-buyfull-buy,2,3
VRTX,semi-buysemi-buy,1,1
VRTX,semi-buysemi-eco,1,0
VRTX,semi-ecoeco,0,0
VRTX,semi-ecofull-buy,0,0
VRTX,semi-ecosemi-buy,0,0
VRTX,semi-ecosemi-eco,0,0
ECHO,ecoeco,0,2
ECHO,ecofull-buy,0,0
ECHO,ecosemi-buy,0,1
ECHO,ecosemi-eco,0,0
ECHO,full-buyeco,0,0
ECHO,full-buyfull-buy,1,3
ECHO,full-buysemi-buy,1,2
ECHO,full-buysemi-eco,1,0
ECHO,semi-buyeco,0,0
ECHO,semi-buyfull-buy,1,3
ECHO,semi-buysemi-buy,0,1
ECHO,semi-buysemi-eco,0,0
ECHO,semi-ecoeco,0,0
ECHO,semi-ecofull-buy,0,0
ECHO,semi-ecosemi-buy,0,1
ECHO,semi-ecosemi-eco,0,0
SPEC,ecoeco,0,4
SPEC,ecofull-buy,0,0
SPEC,ecosemi-buy,0,4
SPEC,ecosemi-eco,0,0
SPEC,full-buyeco,0,0
SPEC,full-buyfull-buy,7,7
SPEC,full-buysemi-buy,4,3
SPEC,full-buysemi-eco,1,2
SPEC,semi-buyeco,0,0
SPEC,semi-buyfull-buy,3,3
SPEC,semi-buysemi-buy,0,0
SPEC,semi-buysemi-eco,0,1
SPEC,semi-ecoeco,0,0
SPEC,semi-ecofull-buy,2,2
SPEC,semi-ecosemi-buy,0,0
SPEC,semi-ecosemi-eco,0,0
VCTRY,ecoeco,7,1
VCTRY,ecofull-buy,0,0
VCTRY,ecosemi-buy,4,1
VCTRY,ecosemi-eco,0,0
VCTRY,full-buyeco,1,0
VCTRY,full-buyfull-buy,17,20
VCTRY,full-buysemi-buy,4,5
VCTRY,full-buysemi-eco,0,2
VCTRY,semi-buyeco,0,0
VCTRY,semi-buyfull-buy,4,10
VCTRY,semi-buysemi-buy,2,5
VCTRY,semi-buysemi-eco,0,1
VCTRY,semi-ecoeco,0,0
VCTRY,semi-ecofull-buy,1,7
VCTRY,semi-ecosemi-buy,2,0
VCTRY,semi-ecosemi-eco,0,0
MUGI,ecoeco,6,6
MUGI,ecofull-buy,1,0
MUGI,ecosemi-buy,1,4
MUGI,ecosemi-eco,0,0
MUGI,full-buyeco,0,2
MUGI,full-buyfull-buy,26,26
MUGI,full-buysemi-buy,7,9
MUGI,full-buysemi-eco,2,2
MUGI,semi-buyeco,3,1
MUGI,semi-buyfull-buy,4,7
MUGI,semi-buysemi-buy,2,1
MUGI,semi-buysemi-eco,0,1
MUGI,semi-ecoeco,0,0
MUGI,semi-ecofull-buy,4,8
MUGI,semi-ecosemi-buy,1,1
MUGI,semi-ecosemi-eco,0,0
CL,ecoeco,1,3
CL,ecofull-buy,0,0
CL,ecosemi-buy,0,0
CL,ecosemi-eco,0,0
CL,full-buyeco,0,0
CL,full-buyfull-buy,7,3
CL,full-buysemi-buy,7,0
CL,full-buysemi-eco,3,0
CL,semi-buyeco,1,1
CL,semi-buyfull-buy,1,1
CL,semi-buysemi-buy,3,0
CL,semi-buysemi-eco,2,0
CL,semi-ecoeco,0,0
CL,semi-ecofull-buy,0,0
CL,semi-ecosemi-buy,1,0
CL,semi-ecosemi-eco,0,0
MUST,ecoeco,3,1
MUST,ecofull-buy,0,0
MUST,ecosemi-buy,0,0
MUST,ecosemi-eco,0,0
MUST,full-buyeco,0,0
MUST,full-buyfull-buy,5,2
MUST,full-buysemi-buy,10,0
MUST,full-buysemi-eco,2,0
MUST,semi-buyeco,2,1
MUST,semi-buyfull-buy,1,0
MUST,semi-buysemi-buy,2,0
MUST,semi-buysemi-eco,0,0
MUST,semi-ecoeco,0,0
MUST,semi-ecofull-buy,1,1
MUST,semi-ecosemi-buy,0,0
MUST,semi-ecosemi-eco,0,0
TIKT,ecoeco,1,3
TIKT,ecofull-buy,1,0
TIKT,ecosemi-buy,1,2
TIKT,ecosemi-eco,0,0
TIKT,full-buyeco,0,0
TIKT,full-buyfull-buy,6,7
TIKT,full-buysemi-buy,1,5
TIKT,full-buysemi-eco,1,0
TIKT,semi-buyeco,1,0
TIKT,semi-buyfull-buy,0,7
TIKT,semi-buysemi-buy,0,0
TIKT,semi-buysemi-eco,0,0
TIKT,semi-ecoeco,0,0
TIKT,semi-ecofull-buy,1,2
TIKT,semi-ecosemi-buy,0,0
TIKT,semi-ecosemi-eco,0,0
KANTIC,ecoeco,3,3
KANTIC,ecofull-buy,0,0
KANTIC,ecosemi-buy,0,2
KANTIC,ecosemi-eco,0,0
KANTIC,full-buyeco,0,0
KANTIC,full-buyfull-buy,3,11
KANTIC,full-buysemi-buy,4,3
KANTIC,full-buysemi-eco,2,1
KANTIC,semi-buyeco,2,0
KANTIC,semi-buyfull-buy,3,5
KANTIC,semi-buysemi-buy,0,2
KANTIC,semi-buysemi-eco,0,0
KANTIC,semi-ecoeco,0,0
KANTIC,semi-ecofull-buy,0,4
KANTIC,semi-ecosemi-buy,1,0
KANTIC,semi-ecosemi-eco,0,0
M5,ecoeco,5,3
M5,ecofull-buy,0,1
M5,ecosemi-buy,5,3
M5,ecosemi-eco,0,0
M5,full-buyeco,0,0
M5,full-buyfull-buy,18,20
M5,full-buysemi-buy,4,3
M5,full-buysemi-eco,1,1
M5,semi-buyeco,0,0
M5,semi-buyfull-buy,3,10
M5,semi-buysemi-buy,0,0
M5,semi-buysemi-eco,0,0
M5,semi-ecoeco,0,0
M5,semi-ecofull-buy,3,4
M5,semi-ecosemi-buy,0,0
M5,semi-ecosemi-eco,0,0
FOGU,ecoeco,4,4
FOGU,ecofull-buy,0,0
FOGU,ecosemi-buy,0,0
FOGU,ecosemi-eco,0,0
FOGU,full-buyeco,0,0
FOGU,full-buyfull-buy,23,21
FOGU,full-buysemi-buy,3,4
FOGU,full-buysemi-eco,9,5
FOGU,semi-buyeco,5,3
FOGU,semi-buyfull-buy,7,3
FOGU,semi-buysemi-buy,1,0
FOGU,semi-buysemi-eco,0,1
FOGU,semi-ecoeco,0,0
FOGU,semi-ecofull-buy,1,1
FOGU,semi-ecosemi-buy,1,0
FOGU,semi-ecosemi-eco,0,0
5YNE,ecoeco,0,4
5YNE,ecofull-buy,0,0
5YNE,ecosemi-buy,0,4
5YNE,ecosemi-eco,0,0
5YNE,full-buyeco,0,0
5YNE,full-buyfull-buy,4,8
5YNE,full-buysemi-buy,3,2
5YNE,full-buysemi-eco,1,2
5YNE,semi-buyeco,0,0
5YNE,semi-buyfull-buy,3,0
5YNE,semi-buysemi-buy,0,0
5YNE,semi-buysemi-eco,0,0
5YNE,semi-ecoeco,0,0
5YNE,semi-ecofull-buy,0,6
5YNE,semi-ecosemi-buy,0,0
5YNE,semi-ecosemi-eco,0,0
LGC,ecoeco,5,9
LGC,ecofull-buy,1,0
LGC,ecosemi-buy,2,4
LGC,ecosemi-eco,0,0
LGC,full-buyeco,0,0
LGC,full-buyfull-buy,26,31
LGC,full-buysemi-buy,9,4
LGC,full-buysemi-eco,5,1
LGC,semi-buyeco,2,3
LGC,semi-buyfull-buy,13,8
LGC,semi-buysemi-buy,5,1
LGC,semi-buysemi-eco,1,1
LGC,semi-ecoeco,0,0
LGC,semi-ecofull-buy,3,5
LGC,semi-ecosemi-buy,0,1
LGC,semi-ecosemi-eco,0,0
TIE,ecoeco,3,3
TIE,ecofull-buy,0,1
TIE,ecosemi-buy,3,3
TIE,ecosemi-eco,0,0
TIE,full-buyeco,0,0
TIE,full-buyfull-buy,14,13
TIE,full-buysemi-buy,7,5
TIE,full-buysemi-eco,1,2
TIE,semi-buyeco,0,0
TIE,semi-buyfull-buy,3,6
TIE,semi-buysemi-buy,0,1
TIE,semi-buysemi-eco,0,0
TIE,semi-ecoeco,0,0
TIE,semi-ecofull-buy,3,3
TIE,semi-ecosemi-buy,0,0
TIE,semi-ecosemi-eco,0,0
FLUX,ecoeco,3,1
FLUX,ecofull-buy,1,1
FLUX,ecosemi-buy,3,1
FLUX,ecosemi-eco,0,0
FLUX,full-buyeco,0,0
FLUX,full-buyfull-buy,8,15
FLUX,full-buysemi-buy,3,2
FLUX,full-buysemi-eco,0,0
FLUX,semi-buyeco,0,0
FLUX,semi-buyfull-buy,0,4
FLUX,semi-buysemi-buy,0,0
FLUX,semi-buysemi-eco,0,0
FLUX,semi-ecoeco,0,0
FLUX,semi-ecofull-buy,2,3
FLUX,semi-ecosemi-buy,0,0
FLUX,semi-ecosemi-eco,0,0
FTW,ecoeco,2,2
FTW,ecofull-buy,0,0
FTW,ecosemi-buy,2,2
FTW,ecosemi-eco,0,0
FTW,full-buyeco,0,0
FTW,full-buyfull-buy,8,6
FTW,full-buysemi-buy,2,3
FTW,full-buysemi-eco,0,0
FTW,semi-buyeco,0,0
FTW,semi-buyfull-buy,2,8
FTW,semi-buysemi-buy,1,1
FTW,semi-buysemi-eco,0,0
FTW,semi-ecoeco,0,0
FTW,semi-ecofull-buy,0,4
FTW,semi-ecosemi-buy,0,0
