TeamName,RoundType,Won,Lost
GIEF,full-buyeco,1,1
GIEF,full-buyfull-buy,20,22
GIEF,full-buysemi-buy,9,11
GIEF,full-buysemi-eco,6,4
GIEF,semi-buyeco,5,3
GIEF,semi-buyfull-buy,7,8
GIEF,semi-buysemi-buy,2,2
GIEF,semi-buysemi-eco,2,1
GIEF,semi-ecoeco,0,0
GIEF,semi-ecofull-buy,2,2
GIEF,semi-ecosemi-buy,1,0
GIEF,semi-ecosemi-eco,0,0
CASE,ecoeco,1,3
CASE,ecofull-buy,0,0
CASE,ecosemi-buy,0,1
CASE,ecosemi-eco,0,0
CASE,full-buyeco,0,0
CASE,full-buyfull-buy,13,5
CASE,full-buysemi-buy,4,1
CASE,full-buysemi-eco,1,0
CASE,semi-buyeco,1,1
CASE,semi-buyfull-buy,1,5
CASE,semi-buysemi-buy,0,2
CASE,semi-buysemi-eco,1,0
CASE,semi-ecoeco,0,0
CASE,semi-ecofull-buy,0,1
CASE,semi-ecosemi-buy,0,0
CASE,semi-ecosemi-eco,0,0
RIX,ecoeco,7,11
RIX,ecofull-buy,0,1
RIX,ecosemi-buy,5,8
RIX,ecosemi-eco,0,0
RIX,full-buyeco,1,0
RIX,full-buyfull-buy,28,34
RIX,full-buysemi-buy,11,8
RIX,full-buysemi-eco,8,4
RIX,semi-buyeco,3,2
RIX,semi-buyfull-buy,9,14
RIX,semi-buysemi-buy,4,6
RIX,semi-buysemi-eco,0,0
RIX,semi-ecoeco,0,0
RIX,semi-ecofull-buy,7,8
RIX,semi-ecosemi-buy,1,0
RIX,semi-ecosemi-eco,0,0
BDS ,ecoeco,7,7
BDS ,ecofull-buy,0,1
BDS ,ecosemi-buy,4,4
BDS ,ecosemi-eco,0,0
BDS ,full-buyeco,0,0
BDS ,full-buyfull-buy,34,26
BDS ,full-buysemi-buy,10,6
BDS ,full-buysemi-eco,6,4
BDS ,semi-buyeco,2,3
BDS ,semi-buyfull-buy,10,12
BDS ,semi-buysemi-buy,4,3
BDS ,semi-buysemi-eco,0,1
BDS ,semi-ecoeco,0,0
BDS ,semi-ecofull-buy,4,4
BDS ,semi-ecosemi-buy,1,1
BDS ,semi-ecosemi-eco,0,0
DXG,ecoeco,9,5
DXG,ecofull-buy,0,1
DXG,ecosemi-buy,4,1
DXG,ecosemi-eco,0,0
DXG,full-buyeco,0,0
DXG,full-buyfull-buy,30,10
DXG,full-buysemi-buy,9,5
DXG,full-buysemi-eco,6,5
DXG,semi-buyeco,5,1
DXG,semi-buyfull-buy,7,13
DXG,semi-buysemi-buy,3,0
DXG,semi-buysemi-eco,0,2
DXG,semi-ecoeco,0,0
DXG,semi-ecofull-buy,2,4
DXG,semi-ecosemi-buy,0,0
DXG,semi-ecosemi-eco,0,0
LT,ecoeco,13,13
LT,ecofull-buy,0,0
LT,ecosemi-buy,7,11
LT,ecosemi-eco,0,0
LT,full-buyeco,0,0
LT,full-buyfull-buy,54,60
LT,full-buysemi-buy,6,17
LT,full-buysemi-eco,3,13
LT,semi-buyeco,3,2
LT,semi-buyfull-buy,14,27
LT,semi-buysemi-buy,3,5
LT,semi-buysemi-eco,0,2
LT,semi-ecoeco,0,0
LT,semi-ecofull-buy,8,15
LT,semi-ecosemi-buy,1,4
LT,semi-ecosemi-eco,0,0
ZMM.S,ecoeco,8,8
ZMM.S,ecofull-buy,0,0
ZMM.S,ecosemi-buy,4,5
ZMM.S,ecosemi-eco,0,0
ZMM.S,full-buyeco,0,1
ZMM.S,full-buyfull-buy,32,36
ZMM.S,full-buysemi-buy,5,8
ZMM.S,full-buysemi-eco,4,11
ZMM.S,semi-buyeco,1,3
ZMM.S,semi-buyfull-buy,6,14
ZMM.S,semi-buysemi-buy,2,5
ZMM.S,semi-buysemi-eco,2,0
ZMM.S,semi-ecoeco,0,0
ZMM.S,semi-ecofull-buy,7,7
ZMM.S,semi-ecosemi-buy,0,0
ZMM.S,semi-ecosemi-eco,0,0
TB,ecoeco,25,17
TB,ecofull-buy,0,2
TB,ecosemi-buy,9,9
TB,ecosemi-eco,0,0
TB,full-buyeco,4,2
TB,full-buyfull-buy,92,91
TB,full-buysemi-buy,27,27
TB,full-buysemi-eco,15,13
TB,semi-buyeco,12,10
TB,semi-buyfull-buy,18,26
TB,semi-buysemi-buy,6,6
TB,semi-buysemi-eco,2,1
TB,semi-ecoeco,0,0
TB,semi-ecofull-buy,11,21
TB,semi-ecosemi-buy,1,4
TB,semi-ecosemi-eco,0,0
NAVI,ecoeco,7,9
NAVI,ecofull-buy,0,1
NAVI,ecosemi-buy,3,2
NAVI,ecosemi-eco,0,0
NAVI,full-buyeco,0,0
NAVI,full-buyfull-buy,32,24
NAVI,full-buysemi-buy,18,8
NAVI,full-buysemi-eco,9,3
NAVI,semi-buyeco,3,3
NAVI,semi-buyfull-buy,11,9
NAVI,semi-buysemi-buy,3,4
NAVI,semi-buysemi-eco,1,2
NAVI,semi-ecoeco,0,0
NAVI,semi-ecofull-buy,4,4
NAVI,semi-ecosemi-buy,1,1
NAVI,semi-ecosemi-eco,0,0
TEN,ecoeco,7,7
TEN,ecofull-buy,0,0
TEN,ecosemi-buy,2,1
TEN,ecosemi-eco,0,0
TEN,full-buyeco,0,0
TEN,full-buyfull-buy,28,15
TEN,full-buysemi-buy,8,7
TEN,full-buysemi-eco,10,1
TEN,semi-buyeco,6,1
TEN,semi-buyfull-buy,8,9
TEN,semi-buysemi-buy,6,2
TEN,semi-buysemi-eco,1,0
TEN,semi-ecoeco,0,0
TEN,semi-ecofull-buy,4,3
TEN,semi-ecosemi-buy,1,2
TEN,semi-ecosemi-eco,0,0
ELME,ecoeco,1,9
ELME,ecofull-buy,0,1
ELME,ecosemi-buy,1,6
ELME,ecosemi-eco,0,0
ELME,full-buyeco,0,0
ELME,full-buyfull-buy,16,20
ELME,full-buysemi-buy,4,4
ELME,full-buysemi-eco,2,2
ELME,semi-buyeco,1,2
ELME,semi-buyfull-buy,2,9
ELME,semi-buysemi-buy,1,0
ELME,semi-buysemi-eco,0,1
ELME,semi-ecoeco,0,0
ELME,semi-ecofull-buy,1,8
ELME,semi-ecosemi-buy,0,1
ELME,semi-ecosemi-eco,0,0
S5,ecoeco,1,3
S5,ecofull-buy,1,0
S5,ecosemi-buy,0,1
S5,ecosemi-eco,0,0
S5,full-buyeco,0,0
S5,full-buyfull-buy,8,6
S5,full-buysemi-buy,1,3
S5,full-buysemi-eco,0,1
S5,semi-buyeco,0,0
S5,semi-buyfull-buy,4,4
S5,semi-buysemi-buy,1,3
S5,semi-buysemi-eco,0,0
S5,semi-ecoeco,0,0
S5,semi-ecofull-buy,0,3
S5,semi-ecosemi-buy,1,2
S5,semi-ecosemi-eco,0,0
XO,ecoeco,4,2
XO,ecofull-buy,0,0
XO,ecosemi-buy,0,1
XO,ecosemi-eco,0,0
XO,full-buyeco,1,1
XO,full-buyfull-buy,10,10
XO,full-buysemi-buy,2,9
XO,full-buysemi-eco,3,4
XO,semi-buyeco,2,3
XO,semi-buyfull-buy,7,3
XO,semi-buysemi-buy,0,1
XO,semi-buysemi-eco,0,0
XO,semi-ecoeco,0,0
XO,semi-ecofull-buy,0,1
XO,semi-ecosemi-buy,0,0
XO,semi-ecosemi-eco,0,0
BOOS,ecoeco,17,15
BOOS,ecofull-buy,2,1
BOOS,ecosemi-buy,5,2
BOOS,ecosemi-eco,0,0
BOOS,full-buyeco,1,0
BOOS,full-buyfull-buy,64,53
BOOS,full-buysemi-buy,31,14
BOOS,full-buysemi-eco,12,14
BOOS,semi-buyeco,10,4
BOOS,semi-buyfull-buy,12,14
BOOS,semi-buysemi-buy,10,11
BOOS,semi-buysemi-eco,0,3
BOOS,semi-ecoeco,0,0
BOOS,semi-ecofull-buy,10,7
BOOS,semi-ecosemi-buy,1,4
BOOS,semi-ecosemi-eco,0,0
GUNS,ecoeco,5,3
GUNS,ecofull-buy,0,1
GUNS,ecosemi-buy,1,1
GUNS,ecosemi-eco,0,0
GUNS,full-buyeco,0,0
GUNS,full-buyfull-buy,20,17
GUNS,full-buysemi-buy,4,7
GUNS,full-buysemi-eco,6,4
GUNS,semi-buyeco,2,2
GUNS,semi-buyfull-buy,5,5
GUNS,semi-buysemi-buy,2,1
GUNS,semi-buysemi-eco,0,0
GUNS,semi-ecoeco,0,0
GUNS,semi-ecofull-buy,3,3
GUNS,semi-ecosemi-buy,1,1
GUNS,semi-ecosemi-eco,0,0
MORPH,ecoeco,6,4
MORPH,ecofull-buy,0,0
MORPH,ecosemi-buy,1,1
MORPH,ecosemi-eco,0,0
MORPH,full-buyeco,2,0
MORPH,full-buyfull-buy,17,15
MORPH,full-buysemi-buy,5,11
MORPH,full-buysemi-eco,7,6
MORPH,semi-buyeco,4,3
MORPH,semi-buyfull-buy,4,4
MORPH,semi-buysemi-buy,4,3
MORPH,semi-buysemi-eco,1,1
MORPH,semi-ecoeco,0,0
MORPH,semi-ecofull-buy,3,1
MORPH,semi-ecosemi-buy,0,0
MORPH,semi-ecosemi-eco,0,0
OS,ecoeco,1,5
OS,ecofull-buy,1,0
OS,ecosemi-buy,1,4
OS,ecosemi-eco,0,0
OS,full-buyeco,0,0
OS,full-buyfull-buy,5,13
OS,full-buysemi-buy,4,1
OS,full-buysemi-eco,0,2
OS,semi-buyeco,0,0
OS,semi-buyfull-buy,3,10
OS,semi-buysemi-buy,4,0
OS,semi-buysemi-eco,0,0
OS,semi-ecoeco,0,0
OS,semi-ecofull-buy,2,4
OS,semi-ecosemi-buy,0,0
OS,semi-ecosemi-eco,0,0
RNG,ecoeco,47,35
RNG,ecofull-buy,0,3
RNG,ecosemi-buy,19,10
RNG,ecosemi-eco,0,0
RNG,full-buyeco,3,1
RNG,full-buyfull-buy,188,164
RNG,full-buysemi-buy,76,41
RNG,full-buysemi-eco,40,23
RNG,semi-buyeco,18,23
RNG,semi-buyfull-buy,42,55
RNG,semi-buysemi-buy,18,6
RNG,semi-buysemi-eco,7,1
RNG,semi-ecoeco,0,0
RNG,semi-ecofull-buy,26,23
RNG,semi-ecosemi-buy,3,2
RNG,semi-ecosemi-eco,0,0
EZ K,ecoeco,3,1
EZ K,ecofull-buy,0,0
EZ K,ecosemi-buy,0,0
EZ K,ecosemi-eco,0,0
EZ K,full-buyeco,0,0
EZ K,full-buyfull-buy,10,5
EZ K,full-buysemi-buy,4,2
EZ K,full-buysemi-eco,3,1
EZ K,semi-buyeco,2,0
EZ K,semi-buyfull-buy,2,1
EZ K,semi-buysemi-buy,0,2
EZ K,semi-buysemi-eco,1,1
EZ K,semi-ecoeco,0,0
EZ K,semi-ecofull-buy,1,0
EZ K,semi-ecosemi-buy,0,0
EZ K,semi-ecosemi-eco,0,0
HERO,ecoeco,4,2
HERO,ecofull-buy,0,0
HERO,ecosemi-buy,3,1
HERO,ecosemi-eco,0,0
HERO,full-buyeco,0,0
HERO,full-buyfull-buy,11,16
HERO,full-buysemi-buy,2,5
HERO,full-buysemi-eco,0,1
HERO,semi-buyeco,1,0
HERO,semi-buyfull-buy,5,4
HERO,semi-buysemi-buy,2,0
HERO,semi-buysemi-eco,0,0
HERO,semi-ecoeco,0,0
HERO,semi-ecofull-buy,4,7
HERO,semi-ecosemi-buy,1,0
HERO,semi-ecosemi-eco,0,0
RBLS,ecoeco,9,11
RBLS,ecofull-buy,2,1
RBLS,ecosemi-buy,8,7
RBLS,ecosemi-eco,0,0
RBLS,full-buyeco,0,0
RBLS,full-buyfull-buy,40,50
RBLS,full-buysemi-buy,15,10
RBLS,full-buysemi-eco,6,1
RBLS,semi-buyeco,2,2
RBLS,semi-buyfull-buy,22,16
RBLS,semi-buysemi-buy,2,5
RBLS,semi-buysemi-eco,0,0
RBLS,semi-ecoeco,0,0
RBLS,semi-ecofull-buy,13,6
RBLS,semi-ecosemi-buy,0,1
RBLS,semi-ecosemi-eco,0,0
SHOW,ecoeco,6,8
SHOW,ecofull-buy,1,0
SHOW,ecosemi-buy,1,5
SHOW,ecosemi-eco,0,0
SHOW,full-buyeco,0,0
SHOW,full-buyfull-buy,17,28
SHOW,full-buysemi-buy,6,7
SHOW,full-buysemi-eco,3,3
SHOW,semi-buyeco,5,2
SHOW,semi-buyfull-buy,9,16
SHOW,semi-buysemi-buy,0,5
SHOW,semi-buysemi-eco,1,0
SHOW,semi-ecoeco,0,0
SHOW,semi-ecofull-buy,2,5
SHOW,semi-ecosemi-buy,1,0
SHOW,semi-ecosemi-eco,0,0
KOWA,ecoeco,7,11
KOWA,ecofull-buy,0,1
KOWA,ecosemi-buy,4,7
KOWA,ecosemi-eco,0,0
KOWA,full-buyeco,1,0
KOWA,full-buyfull-buy,28,38
KOWA,full-buysemi-buy,13,12
KOWA,full-buysemi-eco,4,2
KOWA,semi-buyeco,3,3
KOWA,semi-buyfull-buy,10,17
KOWA,semi-buysemi-buy,1,1
KOWA,semi-buysemi-eco,2,0
KOWA,semi-ecoeco,0,0
KOWA,semi-ecofull-buy,5,8
KOWA,semi-ecosemi-buy,0,1
KOWA,semi-ecosemi-eco,0,0
BIG,ecoeco,17,5
BIG,ecofull-buy,1,0
BIG,ecosemi-buy,0,1
BIG,ecosemi-eco,0,0
BIG,full-buyeco,1,0
BIG,full-buyfull-buy,49,34
BIG,full-buysemi-buy,22,7
BIG,full-buysemi-eco,16,4
BIG,semi-buyeco,15,4
BIG,semi-buyfull-buy,16,5
BIG,semi-buysemi-buy,2,3
BIG,semi-buysemi-eco,0,1
BIG,semi-ecoeco,0,1
BIG,semi-ecofull-buy,2,6
BIG,semi-ecosemi-buy,0,0
BIG,semi-ecosemi-eco,0,0
OVAT,ecoeco,1,7
OVAT,ecofull-buy,0,2
OVAT,ecosemi-buy,1,5
OVAT,ecosemi-eco,0,0
OVAT,full-buyeco,0,0
OVAT,full-buyfull-buy,16,10
OVAT,full-buysemi-buy,2,7
OVAT,full-buysemi-eco,0,2
OVAT,semi-buyeco,0,0
OVAT,semi-buyfull-buy,3,10
OVAT,semi-buysemi-buy,0,4
OVAT,semi-buysemi-eco,0,0
OVAT,semi-ecoeco,0,0
OVAT,semi-ecofull-buy,0,5
OVAT,semi-ecosemi-buy,0,0
OVAT,semi-ecosemi-eco,0,0
JUST,ecoeco,2,0
JUST,ecofull-buy,0,0
JUST,ecosemi-buy,0,0
JUST,ecosemi-eco,0,0
JUST,full-buyeco,0,0
JUST,full-buyfull-buy,2,2
JUST,full-buysemi-buy,1,2
JUST,full-buysemi-eco,2,0
JUST,semi-buyeco,1,0
JUST,semi-buyfull-buy,2,0
JUST,semi-buysemi-buy,2,1
JUST,semi-buysemi-eco,1,1
JUST,semi-ecoeco,0,0
JUST,semi-ecofull-buy,0,0
JUST,semi-ecosemi-buy,0,0
JUST,semi-ecosemi-eco,0,0
BLISS,ecoeco,4,6
BLISS,ecofull-buy,0,0
BLISS,ecosemi-buy,2,3
BLISS,ecosemi-eco,0,0
BLISS,full-buyeco,0,0
BLISS,full-buyfull-buy,21,24
BLISS,full-buysemi-buy,6,5
BLISS,full-buysemi-eco,7,4
BLISS,semi-buyeco,1,3
BLISS,semi-buyfull-buy,11,8
BLISS,semi-buysemi-buy,0,2
BLISS,semi-buysemi-eco,0,1
BLISS,semi-ecoeco,0,0
BLISS,semi-ecofull-buy,2,3
BLISS,semi-ecosemi-buy,0,0
BLISS,semi-ecosemi-eco,0,0
SQUI,ecoeco,0,4
SQUI,ecofull-buy,0,0
SQUI,ecosemi-buy,0,2
SQUI,ecosemi-eco,0,0
SQUI,full-buyeco,0,0
SQUI,full-buyfull-buy,0,7
SQUI,full-buysemi-buy,2,2
SQUI,full-buysemi-eco,0,0
SQUI,semi-buyeco,0,0
SQUI,semi-buyfull-buy,0,5
SQUI,semi-buysemi-buy,0,1
SQUI,semi-buysemi-eco,0,0
SQUI,semi-ecoeco,0,0
SQUI,semi-ecofull-buy,0,4
SQUI,semi-ecosemi-buy,0,1
SQUI,semi-ecosemi-eco,0,0
SOAR,ecoeco,9,15
SOAR,ecofull-buy,1,0
SOAR,ecosemi-buy,3,7
SOAR,ecosemi-eco,0,0
SOAR,full-buyeco,2,1
SOAR,full-buyfull-buy,47,52
SOAR,full-buysemi-buy,22,12
SOAR,full-buysemi-eco,10,4
SOAR,semi-buyeco,7,6
SOAR,semi-buyfull-buy,11,14
SOAR,semi-buysemi-buy,4,7
SOAR,semi-buysemi-eco,1,1
SOAR,semi-ecoeco,0,0
SOAR,semi-ecofull-buy,13,13
SOAR,semi-ecosemi-buy,0,0
SOAR,semi-ecosemi-eco,0,0
SALT,ecoeco,3,5
SALT,ecofull-buy,0,0
SALT,ecosemi-buy,0,0
SALT,ecosemi-eco,0,0
SALT,full-buyeco,0,0
SALT,full-buyfull-buy,20,15
SALT,full-buysemi-buy,5,2
SALT,full-buysemi-eco,10,3
SALT,semi-buyeco,2,3
SALT,semi-buyfull-buy,6,4
SALT,semi-buysemi-buy,3,2
SALT,semi-buysemi-eco,2,1
SALT,semi-ecoeco,0,0
SALT,semi-ecofull-buy,1,0
SALT,semi-ecosemi-buy,1,0
SALT,semi-ecosemi-eco,0,0
FC,ecoeco,5,3
FC,ecofull-buy,0,2
FC,ecosemi-buy,4,3
FC,ecosemi-eco,0,0
FC,full-buyeco,0,0
FC,full-buyfull-buy,13,13
FC,full-buysemi-buy,6,5
FC,full-buysemi-eco,1,1
FC,semi-buyeco,0,0
FC,semi-buyfull-buy,9,12
FC,semi-buysemi-buy,1,0
FC,semi-buysemi-eco,0,1
FC,semi-ecoeco,0,0
FC,semi-ecofull-buy,3,2
FC,semi-ecosemi-buy,0,1
FC,semi-ecosemi-eco,0,0
EG,ecoeco,24,12
EG,ecofull-buy,0,0
EG,ecosemi-buy,2,4
EG,ecosemi-eco,0,0
EG,full-buyeco,2,1
EG,full-buyfull-buy,79,49
EG,full-buysemi-buy,21,39
EG,full-buysemi-eco,29,15
EG,semi-buyeco,18,9
EG,semi-buyfull-buy,20,16
EG,semi-buysemi-buy,11,5
EG,semi-buysemi-eco,2,1
EG,semi-ecoeco,0,0
EG,semi-ecofull-buy,3,10
EG,semi-ecosemi-buy,3,1
EG,semi-ecosemi-eco,0,0
OE,ecoeco,0,2
OE,ecofull-buy,0,0
OE,ecosemi-buy,1,0
OE,ecosemi-eco,0,0
OE,full-buyeco,0,0
OE,full-buyfull-buy,7,5
OE,full-buysemi-buy,1,0
OE,full-buysemi-eco,3,2
OE,semi-buyeco,0,1
OE,semi-buyfull-buy,0,1
OE,semi-buysemi-buy,0,0
OE,semi-buysemi-eco,0,0
OE,semi-ecoeco,0,0
OE,semi-ecofull-buy,1,0
OE,semi-ecosemi-buy,0,0
OE,semi-ecosemi-eco,0,0
GP,ecoeco,5,1
GP,ecofull-buy,0,0
GP,ecosemi-buy,0,0
GP,ecosemi-eco,0,0
GP,full-buyeco,0,0
GP,full-buyfull-buy,9,12
GP,full-buysemi-buy,1,4
GP,full-buysemi-eco,7,4
GP,semi-buyeco,4,1
GP,semi-buyfull-buy,5,4
GP,semi-buysemi-buy,1,1
GP,semi-buysemi-eco,1,0
GP,semi-ecoeco,0,0
GP,semi-ecofull-buy,0,0
GP,semi-ecosemi-buy,0,0
GP,semi-ecosemi-eco,0,0
BWG,ecoeco,5,3
BWG,ecofull-buy,0,1
BWG,ecosemi-buy,2,2
BWG,ecosemi-eco,0,0
BWG,full-buyeco,0,1
BWG,full-buyfull-buy,15,13
BWG,full-buysemi-buy,4,5
BWG,full-buysemi-eco,3,2
BWG,semi-buyeco,1,1
BWG,semi-buyfull-buy,4,6
BWG,semi-buysemi-buy,2,1
BWG,semi-buysemi-eco,2,0
BWG,semi-ecoeco,0,0
BWG,semi-ecofull-buy,1,8
BWG,semi-ecosemi-buy,0,1
BWG,semi-ecosemi-eco,0,0
KGM,ecoeco,2,2
KGM,ecofull-buy,0,0
KGM,ecosemi-buy,2,2
KGM,ecosemi-eco,0,0
KGM,full-buyeco,0,0
KGM,full-buyfull-buy,10,8
KGM,full-buysemi-buy,1,1
KGM,full-buysemi-eco,0,1
KGM,semi-buyeco,0,0
KGM,semi-buyfull-buy,5,6
KGM,semi-buysemi-buy,0,0
KGM,semi-buysemi-eco,0,0
KGM,semi-ecoeco,0,0
KGM,semi-ecofull-buy,1,3
KGM,semi-ecosemi-buy,0,0
KGM,semi-ecosemi-eco,0,0
ONI ,ecoeco,3,5
ONI ,ecofull-buy,0,0
ONI ,ecosemi-buy,2,5
ONI ,ecosemi-eco,0,0
ONI ,full-buyeco,0,0
ONI ,full-buyfull-buy,4,19
ONI ,full-buysemi-buy,7,5
ONI ,full-buysemi-eco,3,1
ONI ,semi-buyeco,0,0
ONI ,semi-buyfull-buy,1,9
ONI ,semi-buysemi-buy,3,2
ONI ,semi-buysemi-eco,0,0
ONI ,semi-ecoeco,0,0
ONI ,semi-ecofull-buy,2,6
ONI ,semi-ecosemi-buy,0,0
ONI ,semi-ecosemi-eco,0,0
DR,ecoeco,2,0
DR,ecofull-buy,0,0
DR,ecosemi-buy,1,0
DR,ecosemi-eco,0,0
DR,full-buyeco,0,0
DR,full-buyfull-buy,5,7
DR,full-buysemi-buy,1,0
DR,full-buysemi-eco,0,1
DR,semi-buyeco,0,1
DR,semi-buyfull-buy,0,1
DR,semi-buysemi-buy,0,0
DR,semi-buysemi-eco,0,0
DR,semi-ecoeco,0,0
DR,semi-ecofull-buy,2,3
DR,semi-ecosemi-buy,0,0
DR,semi-ecosemi-eco,0,0
BULL,ecoeco,2,8
BULL,ecofull-buy,0,0
BULL,ecosemi-buy,0,6
BULL,ecosemi-eco,0,0
BULL,full-buyeco,1,0
BULL,full-buyfull-buy,7,20
BULL,full-buysemi-buy,5,6
BULL,full-buysemi-eco,2,1
BULL,semi-buyeco,1,1
BULL,semi-buyfull-buy,2,11
BULL,semi-buysemi-buy,2,4
BULL,semi-buysemi-eco,1,0
BULL,semi-ecoeco,0,0
BULL,semi-ecofull-buy,2,8
BULL,semi-ecosemi-buy,0,0
BULL,semi-ecosemi-eco,0,0
BAD ,ecoeco,6,10
BAD ,ecofull-buy,1,0
BAD ,ecosemi-buy,2,8
BAD ,ecosemi-eco,0,0
BAD ,full-buyeco,0,0
BAD ,full-buyfull-buy,29,31
BAD ,full-buysemi-buy,7,3
BAD ,full-buysemi-eco,6,2
BAD ,semi-buyeco,3,1
BAD ,semi-buyfull-buy,12,9
BAD ,semi-buysemi-buy,2,3
BAD ,semi-buysemi-eco,0,0
BAD ,semi-ecoeco,0,0
BAD ,semi-ecofull-buy,10,8
BAD ,semi-ecosemi-buy,1,0
BAD ,semi-ecosemi-eco,0,0
AXI,ecoeco,5,7
AXI,ecofull-buy,0,0
AXI,ecosemi-buy,1,2
AXI,ecosemi-eco,0,0
AXI,full-buyeco,1,0
AXI,full-buyfull-buy,20,20
AXI,full-buysemi-buy,8,7
AXI,full-buysemi-eco,3,5
AXI,semi-buyeco,5,3
AXI,semi-buyfull-buy,5,18
AXI,semi-buysemi-buy,3,2
AXI,semi-buysemi-eco,0,0
AXI,semi-ecoeco,0,0
AXI,semi-ecofull-buy,0,1
AXI,semi-ecosemi-buy,0,1
AXI,semi-ecosemi-eco,0,0
SAW,ecoeco,6,4
SAW,ecofull-buy,1,1
SAW,ecosemi-buy,1,1
SAW,ecosemi-eco,0,0
SAW,full-buyeco,0,2
SAW,full-buyfull-buy,21,25
SAW,full-buysemi-buy,5,6
SAW,full-buysemi-eco,5,4
SAW,semi-buyeco,3,2
SAW,semi-buyfull-buy,7,6
SAW,semi-buysemi-buy,0,4
SAW,semi-buysemi-eco,1,3
SAW,semi-ecoeco,0,0
SAW,semi-ecofull-buy,0,3
SAW,semi-ecosemi-buy,2,0
SAW,semi-ecosemi-eco,0,0
PK.A,ecoeco,17,21
PK.A,ecofull-buy,2,4
PK.A,ecosemi-buy,7,13
PK.A,ecosemi-eco,0,0
PK.A,full-buyeco,0,0
PK.A,full-buyfull-buy,83,87
PK.A,full-buysemi-buy,25,17
PK.A,full-buysemi-eco,16,7
PK.A,semi-buyeco,8,8
PK.A,semi-buyfull-buy,26,21
PK.A,semi-buysemi-buy,8,4
PK.A,semi-buysemi-eco,0,0
PK.A,semi-ecoeco,0,0
PK.A,semi-ecofull-buy,18,23
PK.A,semi-ecosemi-buy,0,2
PK.A,semi-ecosemi-eco,0,0
IG,ecoeco,8,6
IG,ecofull-buy,0,0
IG,ecosemi-buy,5,0
IG,ecosemi-eco,0,0
IG,full-buyeco,1,0
IG,full-buyfull-buy,25,26
IG,full-buysemi-buy,7,3
IG,full-buysemi-eco,7,3
IG,semi-buyeco,1,3
IG,semi-buyfull-buy,14,9
IG,semi-buysemi-buy,2,2
IG,semi-buysemi-eco,1,0
IG,semi-ecoeco,0,0
IG,semi-ecofull-buy,5,2
IG,semi-ecosemi-buy,1,1
IG,semi-ecosemi-eco,0,0
ACE,ecoeco,15,7
ACE,ecofull-buy,0,0
ACE,ecosemi-buy,1,0
ACE,ecosemi-eco,0,0
ACE,full-buyeco,1,1
ACE,full-buyfull-buy,44,39
ACE,full-buysemi-buy,23,11
ACE,full-buysemi-eco,11,10
ACE,semi-buyeco,12,5
ACE,semi-buyfull-buy,8,12
ACE,semi-buysemi-buy,7,9
ACE,semi-buysemi-eco,3,0
ACE,semi-ecoeco,0,0
ACE,semi-ecofull-buy,7,3
ACE,semi-ecosemi-buy,0,0
ACE,semi-ecosemi-eco,0,0
C9W,ecoeco,13,19
C9W,ecofull-buy,0,1
C9W,ecosemi-buy,6,13
C9W,ecosemi-eco,0,0
C9W,full-buyeco,0,1
C9W,full-buyfull-buy,57,61
C9W,full-buysemi-buy,20,20
C9W,full-buysemi-eco,10,6
C9W,semi-buyeco,6,3
C9W,semi-buyfull-buy,13,23
C9W,semi-buysemi-buy,6,3
C9W,semi-buysemi-eco,2,0
C9W,semi-ecoeco,0,0
C9W,semi-ecofull-buy,8,19
C9W,semi-ecosemi-buy,1,2
C9W,semi-ecosemi-eco,0,0
CRIM,ecoeco,9,5
CRIM,ecofull-buy,0,0
CRIM,ecosemi-buy,3,2
CRIM,ecosemi-eco,0,0
CRIM,full-buyeco,0,1
CRIM,full-buyfull-buy,31,26
CRIM,full-buysemi-buy,8,13
CRIM,full-buysemi-eco,5,3
CRIM,semi-buyeco,4,2
CRIM,semi-buyfull-buy,4,9
CRIM,semi-buysemi-buy,1,5
CRIM,semi-buysemi-eco,1,0
CRIM,semi-ecoeco,0,0
CRIM,semi-ecofull-buy,1,5
CRIM,semi-ecosemi-buy,1,1
CRIM,semi-ecosemi-eco,0,0
SES,ecoeco,5,9
SES,ecofull-buy,0,1
SES,ecosemi-buy,0,7
SES,ecosemi-eco,0,0
SES,full-buyeco,0,0
SES,full-buyfull-buy,26,30
SES,full-buysemi-buy,6,10
SES,full-buysemi-eco,8,3
SES,semi-buyeco,2,1
SES,semi-buyfull-buy,10,6
SES,semi-buysemi-buy,4,1
SES,semi-buysemi-eco,1,0
SES,semi-ecoeco,0,0
SES,semi-ecofull-buy,6,5
SES,semi-ecosemi-buy,1,2
SES,semi-ecosemi-eco,0,0
VKS,ecoeco,7,3
VKS,ecofull-buy,0,1
VKS,ecosemi-buy,4,1
VKS,ecosemi-eco,0,0
VKS,full-buyeco,0,0
VKS,full-buyfull-buy,7,26
VKS,full-buysemi-buy,12,5
VKS,full-buysemi-eco,5,0
VKS,semi-buyeco,3,1
VKS,semi-buyfull-buy,14,4
VKS,semi-buysemi-buy,3,0
VKS,semi-buysemi-eco,0,1
VKS,semi-ecoeco,0,0
VKS,semi-ecofull-buy,2,6
VKS,semi-ecosemi-buy,0,1
VKS,semi-ecosemi-eco,0,0
G2,ecoeco,5,3
G2,ecofull-buy,1,0
G2,ecosemi-buy,0,1
G2,ecosemi-eco,0,0
G2,full-buyeco,1,0
